,Zone,Food Wrappers,Miles,Latitude,Longitude,Wildlife,Pollution,Terrain,Population,Volunteers
3936,"Pinellas County, FL, USA",1,0.0,27.75674,-82.73384,39,481,5.164225513731034,9904308,1980
5617,"San Diego County, CA, USA",2,0.7292,32.99039,-117.27253,2,2200,12.38226530471613,7853477,1570
3739,"Walton County, FL, USA",3,0.0,30.28739,-86.04141,128,9718,15.891635581644751,10587059,2117
10247,"Erie County, PA, USA",0,1.0,42.128,-80.147,102,4475,12.74887557662842,10452065,2090
1597,"Fairfax County, VA, USA",0,0.0,38.91519,-77.18718,90,10888,18.624012588887048,4147338,829
10602,"Pinellas County, FL, USA",80,4.0,28.154291217657,-82.805777841955,50,772,20.791522132732364,9904308,1980
4541,"Nassau County, FL, USA",10,1.3872,30.59924,-81.44339,63,3878,22.996321586393954,4951852,990
8355,"Palm Beach County, FL, USA",15,3.3877,26.46938,-80.05859,41,1200,9.561776168547343,8732606,1746
4949,"East Baton Rouge Parish, LA, USA",2,0.9733,30.52135,-91.17971,57,759,16.350051644178844,3497006,699
11102,"Los Angeles County, CA, USA",16,1.6251,33.87147,-118.4049,145,671,19.45314098706821,1214104,242
6594,"Orange County, CA, USA",14,2.3324,33.60196,-117.89963,141,1215,3.136981692674112,6304735,1260
6053,"King County, WA, USA",1,0.8837,47.58078,-122.40757,70,10271,13.323151681032108,2726805,545
1669,"Honolulu County, HI, USA",0,0.0038,21.39449,-157.74503,78,1882,1.8474698909326854,458547,91
12526,"Virginia Beach, VA, USA",4,0.0,36.77499,-75.96014,114,10790,9.054250744580221,8317810,1663
11307,"Pinellas County, FL, USA",39,0.1802,27.96576,-82.79828,71,9601,13.944584224743991,9904308,1980
7400,"Johnson County, IA, USA",0,0.0,41.659,-91.53969,141,2387,12.236770649888275,8642479,1728
2313,"Cape May County, NJ, USA",6,0.1774,39.27269,-74.57494,58,4026,23.04001173173743,2080077,416
3557,"New Hanover County, NC, USA",0,0.0329,34.14336,-77.89533,86,10048,17.107677202346395,2281116,456
8,"Galveston County, TX, USA",12,6.0041,29.263,-94.84899,124,11172,9.717455622344676,1286716,257
12815,"Volusia County, FL, USA",2,0.0128,29.24472,-81.04958,78,7836,11.40010045409751,10409900,2081
14183,"Douglas County, NE, USA",0,0.25,41.31749,-96.12531,107,10777,16.735625440947345,10514390,2102
2014,"Los Angeles County, CA, USA",0,0.0037,34.00376,-118.8103,121,6729,22.218373641282373,1214104,242
5534,"Brazoria County, TX, USA",0,1.3891,28.97214,-95.26171,43,7181,11.813115695002775,10194627,2038
13314,"King County, WA, USA",12,0.0181,47.49415,-122.14739,81,8439,11.17090621970423,2726805,545
8281,"Washington County, RI, USA",120,0.5,41.566832061265,-71.443732911314,58,1469,11.533431574085997,5048667,1009
7601,"Lane County, OR, USA",0,2.0,43.883208268139,-124.15296584656,128,8790,18.453171931974673,6802530,1360
2223,"Palm Beach County, FL, USA",0,0.0171,26.36073,-80.06924,6,5038,1.1547853667834582,8732606,1746
1195,"Honolulu County, HI, USA",2,0.0133,21.46237,-158.21,37,2419,17.842570850399174,458547,91
12810,"Volusia County, FL, USA",2,0.0128,29.24472,-81.04958,50,11577,24.065882400019984,10409900,2081
12258,"Honolulu County, HI, USA",4,0.01,21.29019196,-157.8607203,72,5899,24.98610218579985,458547,91
9719,"Cook County, IL, USA",250,1.0,41.82098,-87.59625,116,8576,13.276736154392582,9067522,1813
9104,"Volusia County, FL, USA",134,4.0,29.009305,-80.87765,29,11271,20.930441893337147,10409900,2081
5319,"Pinellas County, FL, USA",27,0.6297,27.97761,-82.82875,74,5153,20.702694389973566,9904308,1980
10218,"Cook County, IL, USA",7,0.1,41.86388,-87.6074,5,10146,21.122483286381314,9067522,1813
11067,"Los Angeles County, CA, USA",20,0.3979,34.05006,-118.26029,138,2175,21.559171801066153,1214104,242
1720,"San Diego County, CA, USA",7,0.2548,32.75989,-117.25117,87,7672,14.275504452087263,7853477,1570
12403,"Suffolk County, NY, USA",25,0.5,41.013933834873,-72.560498524232,54,6502,0.8737783674304402,9280308,1856
1096,"Suffolk County, NY, USA",36,0.6509,40.95061,-73.06671,84,8322,2.33734020173032,9280308,1856
14461,"Liberty County, GA, USA",0,0.1,31.855684,-81.57401,16,5930,23.28932596792564,7707685,1541
4866,"Suffolk County, NY, USA",1,0.0398,40.98224,-72.60977,89,11267,24.48887119134259,9280308,1856
8169,"Brevard County, FL, USA",4,0.0,28.29519,-80.60732,124,6162,7.110391690775648,10924815,2184
1826,"King County, WA, USA",58,0.0909,47.6916,-122.40323,103,12212,17.89381714761737,2726805,545
3620,"Carteret County, NC, USA",4,0.0075,34.6982,-76.71882,51,2200,21.964637312203877,1244281,248
1370,"Colleton County, SC, USA",1,0.0038,32.50473,-80.29491,50,3365,19.711341218486425,6327439,1265
2862,"Miami-Dade County, FL, USA",1,0.0077,25.77299,-80.12996,70,10075,17.010000285796668,4518308,903
5005,"Indian River County, FL, USA",12,0.0,27.63175,-80.35009,33,11492,15.020619250638081,4124460,824
15654,"Hartford County, CT, USA",6,0.0039,41.98638,-72.66482,9,8841,22.657983191644668,9827347,1965
4528,"Broward County, FL, USA",3,0.19399999999999998,26.23605,-80.08909,51,8269,9.49311032170739,2737526,547
8527,"St Johns County, FL, USA",15,0.5,30.021053082287,-81.330783609956,102,12192,16.227640590845844,9244498,1848
2559,"Deschutes County, OR, USA",100,2.0,44.158539443088,-121.25760512118,42,2980,17.300616848844786,10599316,2119
11178,"San Mateo County, CA, USA",648,1.0,37.591809505406,-122.34269452698,97,5668,17.31018245964541,7237370,1447
11253,"San Mateo County, CA, USA",5,2.0,37.297233080805,-122.40661182185,57,10547,23.004580830768585,7237370,1447
8208,"San Luis Obispo County, CA, USA",30,0.25,35.124079968925,-120.63335316951,103,8289,18.550876088084483,9389152,1877
838,"Norfolk County, MA, USA",10,0.0,42.31968,-71.25312,132,6201,8.96811916509437,9624386,1924
3847,"Worcester County, MD, USA",0,0.0,38.39567,-75.16058,146,10588,18.710236181498,3516629,703
7362,"Suffolk County, NY, USA",39,2.0,40.71076968497,-73.164602033482,112,921,17.836011696515445,9280308,1856
7774,"Broward County, FL, USA",37,0.0037,26.21624,-80.0906,32,9478,9.825336458398947,2737526,547
6634,"Riverside County, CA, USA",1,0.0,33.91538,-117.47893,105,6121,6.002841746007461,6971851,1394
5168,"Miami-Dade County, FL, USA",3,0.049,25.91258,-80.12445,65,2733,9.373170654121077,4518308,903
2604,"Carteret County, NC, USA",0,0.0,34.68954,-76.86301,0,9648,2.1235358964572195,1244281,248
127,"Washington, DC, USA",4,0.0063,38.89407,-76.99158,73,8222,6.437694571372502,8678626,1735
10116,"Cook County, IL, USA",127,0.5,41.96861,-87.6423,64,5934,1.464947931275432,9067522,1813
9180,"Barnstable County, MA, USA",8,0.2486,41.6396,-70.24167,142,3051,15.181646795708616,478154,95
7750,"Miami-Dade County, FL, USA",5,0.0118,25.71068,-80.15359,8,10039,15.826642396706776,4518308,903
13822,"Nueces County, TX, USA",2,0.0014,27.77504,-97.39317,110,10326,17.273820527479995,2494422,498
10201,"Cook County, IL, USA",0,0.1,41.96675,-87.637,112,11169,8.589964123034452,9067522,1813
14735,"Maui County, HI, USA",7,1.4836,20.79065,-156.47614,129,9347,2.540986098374017,5575846,1115
10108,"Kenosha County, WI, USA",0,0.1,42.6047,-87.8181,7,192,11.211363055257838,7366853,1473
8173,"Providence County, RI, USA",0,0.25,41.787295232826,-71.379922022021,83,1658,21.576500382069206,8756613,1751
2190,"San Diego County, CA, USA",46,0.01,32.80551,-117.2541,116,11986,24.095158187204717,7853477,1570
11655,"Indian River County, FL, USA",0,0.25,27.822369,-80.428471,137,10724,14.957149920609954,4124460,824
6126,"Los Angeles County, CA, USA",0,0.3396,34.01346,-118.49757,25,10815,5.595423787223305,1214104,242
5484,"Santa Barbara County, CA, USA",0,0.3083,34.41447,-119.68534,48,4772,12.787821452639175,7045521,1409
13681,"Monterey County, CA, USA",8,0.2612,36.61457,-121.90051,21,1757,21.417916681721483,5092501,1018
6960,"Knox County, ME, USA",1,8.7337,44.02913,-68.65317,48,5875,10.364961970824055,9282054,1856
2351,"Deschutes County, OR, USA",5,0.25,44.344709930293,-121.58441114236,19,8999,1.1806373205263467,10599316,2119
9195,"Orange County, FL, USA",2,0.8531,28.57839,-81.36015,8,7594,5.1289425472763845,4977527,995
2876,"Indian River County, FL, USA",1,0.0024,27.7636,-80.39715,16,11899,23.943892019608946,4124460,824
3889,"Escambia County, FL, USA",0,0.1889,30.31478,-87.34146,94,2397,7.460298820957574,2614549,522
7885,"Lucas County, OH, USA",15,0.4,41.650256498625,-83.526800119049,131,9625,1.58316479820722,3597514,719
12667,"Miami-Dade County, FL, USA",2,0.0768,25.7416,-80.17182,104,2616,17.132999514199966,4518308,903
14270,"Jasper County, IA, USA",0,0.25,41.794433,-93.16022,76,10865,16.693227907747477,7246436,1449
15695,"Anne Arundel County, MD, USA",8,0.0199,39.1825,-76.57062,100,7130,13.753300187143811,5778438,1155
15359,"Lackawanna County, PA, USA",0,0.25,41.384587,-75.64507,140,3790,20.394112899102595,5183741,1036
8641,"Barnstable County, MA, USA",8,0.0126,41.66969,-70.18741,44,3249,21.25857932746492,478154,95
10953,"San Luis Obispo County, CA, USA",142,2.0,35.369448523429,-120.85507891964,18,8932,22.10126734603431,9389152,1877
11441,"San Mateo County, CA, USA",0,0.25,37.271729417629,-122.41081941003,11,8528,15.22424022940941,7237370,1447
6989,"Indian River County, FL, USA",5,0.0076,27.85702,-80.44591,113,8512,3.5442785383071005,4124460,824
15288,"Susquehanna County, PA, USA",290,0.25,41.942948,-75.61667,45,6751,22.4444222532599,752064,150
9460,"Grand Traverse County, MI, USA",28,0.1,44.77433,-85.50438,114,11234,24.973476702047556,4834907,966
9916,"Leelanau County, MI, USA",12,0.1,44.95075,-85.80632,58,8337,17.131336274839793,9538233,1907
12045,"King County, WA, USA",2,0.0109,47.56558,-122.19049,56,925,20.625643196223475,2726805,545
12454,"Cumberland County, PA, USA",0,0.0,40.28285,-76.97496,91,7505,20.27609697070434,2067544,413
4449,"Brevard County, FL, USA",0,0.1077,28.06894,-80.55678,69,3011,23.308468991903,10924815,2184
11782,"Wake County, NC, USA",216,5.0,35.618033956821,-78.934118942853,140,8156,8.528368841427023,6072021,1214
15202,"Brunswick County, NC, USA",0,0.0,33.90947,-78.58019,91,7912,16.37927225280975,1486845,297
9856,"Leelanau County, MI, USA",5,0.1,44.80533,-86.07154,68,6741,16.117531734718405,9538233,1907
9875,"Erie County, PA, USA",10,0.25,42.1166,-80.153,149,11739,22.120023025487377,10452065,2090
1860,"Pinellas County, FL, USA",5,0.0084,27.68402,-82.73781,129,8431,24.952188564590482,9904308,1980
1820,"King County, WA, USA",8,0.087,47.69151,-122.40321,17,1866,15.828167955906276,2726805,545
1996,"Carteret County, NC, USA",0,0.0,34.69746,-76.73867,21,12248,17.535863128784246,1244281,248
4016,"Whitman County, WA, USA",45,1.0,46.736193480157,-117.16134870071,123,8392,16.96387623898042,1727027,345
11677,"San Diego County, CA, USA",4,0.3069,32.86352,-117.25383,39,4760,3.6738511877125304,7853477,1570
11402,"Palm Beach County, FL, USA",2,2.7325,26.4692,-80.05915,52,8360,1.7291471034797745,8732606,1746
6947,"Brevard County, FL, USA",35,5.0,28.309773194981,-80.614329386418,84,10725,17.161114147078337,10924815,2184
13260,"San Diego County, CA, USA",28,1.4051,32.7644,-117.25007,107,9825,4.143708148301521,7853477,1570
4310,"Palm Beach County, FL, USA",21,0.5,26.883940287672,-80.053971451559,53,152,1.1082008764709397,8732606,1746
7063,"Washtenaw County, MI, USA",0,0.0382,42.2727,-83.72994,149,9093,12.410052639175419,10018632,2003
61,"Suffolk County, NY, USA",0,0.1101,40.69945,-73.1575,40,10185,20.049237232851713,9280308,1856
15410,"Philadelphia County, Philadelphia, PA, USA",50,0.25,39.941014,-75.142019,20,1005,14.40841839557222,5766945,1153
4735,"Broward County, FL, USA",8,0.9827,26.14092,-80.10288,41,10339,5.44020862322505,2737526,547
1822,"King County, WA, USA",24,2.3761,47.69159,-122.40317,30,8181,16.99149377331119,2726805,545
3559,"Palm Beach County, FL, USA",6,0.5,26.875365860961,-80.051836413184,97,5822,17.62701119038165,8732606,1746
12480,"Virginia Beach, VA, USA",4,0.0,36.77499,-75.96014,71,2708,18.28145370523372,8317810,1663
8305,"Palm Beach County, FL, USA",170,1.0,26.584722867478,-80.037762204082,103,9412,16.356049870208558,8732606,1746
11859,"San Diego County, CA, USA",13,0.2009,32.76002,-117.25103,104,3842,10.636522539118582,7853477,1570
3965,"Miami-Dade County, FL, USA",43,1.6448,25.68229,-80.27182,110,8615,3.264486637886875,4518308,903
10032,"Oceana County, MI, USA",55,0.5,43.7838,-86.4407,52,6816,13.029931830552707,1785800,357
13134,"Onslow County, NC, USA",5,0.0051,34.73577,-77.38306,84,9135,7.409081752279734,9053570,1810
3128,"Pinellas County, FL, USA",5,1.2605,27.73249,-82.74755,91,3520,12.8180694812599,9904308,1980
15404,"Venango County, PA, USA",0,10.0,41.390996,-79.818122,93,8751,19.81953264525926,10093887,2018
9498,"Erie County, PA, USA",7,0.25,42.1685,-80.1056,130,5451,13.456883906342682,10452065,2090
3022,"Pinellas County, FL, USA",5,1.2605,27.73249,-82.74755,115,1258,7.499340995784462,9904308,1980
2420,"Palm Beach County, FL, USA",6,3.2631,26.46928,-80.05806,13,3544,11.792715882901614,8732606,1746
454,"Los Angeles County, CA, USA",4,0.013000000000000001,34.10406,-117.84461,32,2180,18.3442447672907,1214104,242
14629,"El Paso County, CO, USA",0,0.0,38.835674,-104.82119,65,7925,0.08532591350564402,3180546,636
9301,"Racine County, WI, USA",30,0.1,42.7486,-87.7814,87,132,23.03414599946697,9608780,1921
5851,"Orange County, CA, USA",0,0.0058,33.64851,-117.98967,143,1329,13.722077297062905,6304735,1260
380,"San Diego County, CA, USA",10,0.0316,32.76187,-117.25031,83,4801,18.35883279898471,7853477,1570
14280,"Douglas County, NE, USA",0,0.25,41.31524,-95.95301,133,10885,3.230411789433781,10514390,2102
1913,"Miami-Dade County, FL, USA",0,0.0,25.84361,-80.21097,40,3671,10.22424266081664,4518308,903
5690,"San Francisco County, CA, USA",1,0.0065,37.76892,-122.51116,147,329,23.85022898483107,1677439,335
13172,"Beaufort County, SC, USA",19,1.7121,32.19465,-80.69914,26,11380,10.278611410627857,5743868,1148
12112,"Volusia County, FL, USA",3,0.0275,29.24471,-81.04949,25,1881,2.0808820137338304,10409900,2081
1773,"St Lucie County, FL, USA",2,0.2525,27.4705,-80.29046,40,10172,19.99413968445082,7424019,1484
7154,"Palm Beach County, FL, USA",0,0.0814,26.61366,-80.03681,5,5913,23.413931080387954,8732606,1746
12940,"Volusia County, FL, USA",2,0.0128,29.24472,-81.04958,23,182,21.96868431305317,10409900,2081
11901,"Suffolk County, NY, USA",71,0.1902,40.95663,-73.14237,43,6824,16.67247931891923,9280308,1856
13123,"Pinellas County, FL, USA",25,1.3601,27.96553,-82.7987,71,2180,18.00223729817705,9904308,1980
10546,"Miami-Dade County, FL, USA",53,0.1006,25.7862,-80.12833,86,3940,16.881092538601383,4518308,903
8794,"Grays Harbor County, WA, USA",51,2.2134,47.07039,-124.1706,20,8686,15.203035538830541,12029490,2405
3374,"Knox County, ME, USA",1,0.0129,44.0235,-69.19808,81,10808,11.834006475996427,9282054,1856
10339,"Palm Beach County, FL, USA",3,0.885,26.35423,-80.0692,113,808,12.408557472188425,8732606,1746
6059,"Tillamook County, OR, USA",2,0.015,45.10266,-123.98201,144,5789,9.973097356525084,10894630,2178
14538,"Forsyth County, GA, USA",0,0.1,34.291154,-84.242479,63,5281,3.48458015744949,10855039,2171
347,"Los Angeles County, CA, USA",12,4.2437,34.17703,-118.09691,97,11999,18.65134021811504,1214104,242
5324,"Miami-Dade County, FL, USA",3,3.3534,25.78132,-80.1305,83,5307,17.404098420487102,4518308,903
11450,"San Mateo County, CA, USA",0,0.25,37.544773701122,-122.51651629266,127,10636,10.115889687619735,7237370,1447
10316,"Pinellas County, FL, USA",1,0.0698,27.81453,-82.81126,17,3181,21.85195320901387,9904308,1980
15826,"Southampton County, VA, USA",1,0.0021,36.80523,-76.97742,40,9353,2.4839845016819657,2624021,524
2875,"Broward County, FL, USA",11,0.0035,26.21596,-80.09042,61,3727,20.16044357412815,2737526,547
6307,"San Francisco County, CA, USA",17,0.0035,37.7762,-122.41975,23,1128,9.281035269717878,1677439,335
679,"Los Angeles County, CA, USA",13,0.0043,34.07225,-118.35763,119,6712,4.91753504789162,1214104,242
3535,"Colleton County, SC, USA",15,1.1059,32.48225,-80.32657,83,2814,12.355064881569069,6327439,1265
10825,"San Luis Obispo County, CA, USA",19,2.0,35.758082835125,-121.23769249329,19,7066,16.28495749188482,9389152,1877
11453,"Kings County, Brooklyn, NY, USA",453,0.25,40.582832740297,-73.920817680831,149,1927,12.250294051567243,4380429,876
1874,"Whatcom County, WA, USA",0,0.0,48.72508,-122.68712,99,11075,23.236224817815046,5568965,1113
10499,"San Diego County, CA, USA",62,2.7725,32.76183,-117.24985,140,1012,3.033799034094466,7853477,1570
8497,"Suffolk County, NY, USA",12,1.0,40.722187326007,-73.222717855186,12,2155,3.4636135834625197,9280308,1856
13539,"Volusia County, FL, USA",2,0.0128,29.24472,-81.04958,123,331,13.45217429759709,10409900,2081
15193,"Humboldt County, CA, USA",0,0.25,40.805511791608,-124.16496672008,121,29,1.5192101694024682,9769130,1953
2920,"Multnomah County, OR, USA",9,0.25,45.491299008225,-122.63081051785,82,668,2.864241161709753,8946529,1789
11798,"San Diego County, CA, USA",26,0.5429,32.76827,-117.24949,16,6346,2.6605697246891027,7853477,1570
9689,"Leelanau County, MI, USA",28,0.1,44.90501,-86.02618,6,7890,6.874436153843013,9538233,1907
3112,"Pinellas County, FL, USA",5,1.2605,27.73249,-82.74755,105,11747,22.46924589980493,9904308,1980
15581,"Palm Beach County, FL, USA",0,1.6248,26.55318,-80.1504,80,44,24.41471996025889,8732606,1746
13832,"Broward County, FL, USA",1,0.0,26.08526,-80.10999,22,6290,16.495979551186355,2737526,547
14194,"Douglas County, NE, USA",0,0.25,41.271953,-95.976125,81,7406,10.318559569325686,10514390,2102
8617,"Charleston County, SC, USA",39,1.0,32.787262318601,-79.786152103823,127,11500,7.370280399486179,4774582,954
2898,"Washington County, OR, USA",9,0.25,45.527509209617,-122.8827667077,41,7313,2.178592956170175,4672539,934
5396,"Miami-Dade County, FL, USA",21,0.0926,25.88147,-80.12165,142,11655,6.146505002039561,4518308,903
14666,"El Paso County, CO, USA",0,0.0,38.898035,-104.841823,137,1524,21.684341373780114,3180546,636
3482,"Cumberland County, ME, USA",26,0.2321,43.66975,-70.24138,108,10425,8.507827433231757,9265149,1853
13875,"Pinellas County, FL, USA",11,0.7351,27.93395,-82.75625,48,10323,17.572998868000386,9904308,1980
11335,"Palm Beach County, FL, USA",1,0.0093,26.36171,-80.08796,25,1172,24.304461733267818,8732606,1746
11959,"San Diego County, CA, USA",0,0.0,32.76463,-117.25028,109,11921,9.598517381156677,7853477,1570
6880,"Washington County, RI, USA",34,0.7122,41.37306,-71.49921,88,11012,4.5761844623497225,5048667,1009
10061,"Benzie County, MI, USA",48,1.0,44.73214,-86.1053,88,9958,14.471087693619818,644048,128
3869,"Palm Beach County, FL, USA",13,2.4627,26.46934,-80.05878,64,935,2.28884585374371,8732606,1746
4098,"Washington County, RI, USA",11,0.23600000000000002,41.37345,-71.5385,7,4693,2.946979408808518,5048667,1009
3608,"King County, WA, USA",2,0.0,47.58053,-122.40668,92,998,13.896004546830717,2726805,545
6522,"Los Angeles County, CA, USA",2,0.0179,33.98951,-117.94501,127,11019,17.60176591088048,1214104,242
10281,"Monterey County, CA, USA",8,0.1407,36.61701,-121.90202,71,2230,4.08844753475343,5092501,1018
4433,"Los Angeles County, CA, USA",7,0.0161,34.13389,-118.18977,146,7097,23.776609431489817,1214104,242
14957,"Palm Beach County, FL, USA",0,0.498,26.33174,-80.07269,97,11210,10.353434926490094,8732606,1746
879,"Los Angeles County, CA, USA",0,0.0071,34.13613,-117.89994,58,9796,21.07688129875149,1214104,242
10520,"Miami-Dade County, FL, USA",80,0.75,25.907993980909,-80.138720625472,99,64,5.824595495728304,4518308,903
7764,"Miami-Dade County, FL, USA",59,0.3361,25.71567,-80.15265,21,1875,2.714927510585143,4518308,903
9331,"Milwaukee County, WI, USA",0,0.1,43.0901,-87.8729,110,9312,13.057106273849081,1417906,283
13385,"Volusia County, FL, USA",2,0.0128,29.24472,-81.04958,46,1801,19.778027759961088,10409900,2081
13020,"Volusia County, FL, USA",2,0.0128,29.24472,-81.04958,122,5073,15.06349646722816,10409900,2081
14349,"Palm Beach County, FL, USA",11,2.286,26.4691,-80.05787,41,4949,6.806358761441943,8732606,1746
2544,"Pitt County, NC, USA",22,0.1314,35.55589,-77.36207,53,4667,1.2437239436410652,1472574,294
1528,"Orange County, CA, USA",4,0.0,33.79696,-118.01948,42,851,11.218774445060081,6304735,1260
6289,"Maui County, HI, USA",5,0.0269,20.87119,-156.67772,133,5672,7.646089031899586,5575846,1115
15570,"Wakulla County, FL, USA",16,0.5,30.14761387239,-84.210092755498,70,588,20.7953291787869,7236658,1447
11475,"Palm Beach County, FL, USA",0,0.4822,26.46899,-80.05692,94,6217,6.368019162137655,8732606,1746
10268,"San Diego County, CA, USA",11,0.0131,32.8043,-117.22135,38,1120,11.923444309339912,7853477,1570
5333,"St Johns County, FL, USA",7,1.9797,30.12554,-81.34668,120,6506,2.4661599767350517,9244498,1848
3259,"Harford County, MD, USA",0,0.0055,39.46238,-76.25503,143,401,1.2160664528067744,6888852,1377
7101,"Onslow County, NC, USA",3,0.003,34.73589,-77.38292,144,12285,15.911061816786422,9053570,1810
4661,"Brevard County, FL, USA",2,0.0074,28.33753,-80.60759,84,7196,23.478689573411494,10924815,2184
7411,"Los Angeles County, CA, USA",6,0.1421,34.15485,-118.16446,105,4511,3.064939238519007,1214104,242
1636,"San Diego County, CA, USA",13,0.6578,32.75995,-117.25123,83,7169,18.922141676925527,7853477,1570
15152,"Santa Cruz County, CA, USA",57,0.0178,36.92204,-121.77256,40,5584,17.634196242051704,9311168,1862
11023,"Barnstable County, MA, USA",1,4.4723,41.73757,-70.36721,130,2575,17.40974019263813,478154,95
12487,"Virginia Beach, VA, USA",4,0.0,36.77499,-75.96014,50,9125,8.112868438932734,8317810,1663
6750,"Nueces County, TX, USA",961,2.0,27.81412367437,-97.392184945052,20,4651,1.2828840546881202,2494422,498
9299,"Cook County, IL, USA",0,0.1,41.97881,-87.6488,39,12045,24.74041032224885,9067522,1813
3575,"St Johns County, FL, USA",0,0.0,30.19237,-81.36397,26,9421,8.197255312201378,9244498,1848
12151,"San Diego County, CA, USA",0,0.2861,32.86471,-117.25456,93,2608,15.395571433898201,7853477,1570
10437,"King County, WA, USA",817,0.0327,47.64996,-122.35603,147,9846,0.36950773865406245,2726805,545
9688,"Leelanau County, MI, USA",31,0.1,44.95075,-85.80632,125,8254,4.865306135930282,9538233,1907
2791,"Miami-Dade County, FL, USA",5,0.3856,25.70945,-80.15176,119,372,7.198142628540942,4518308,903
2257,"San Diego County, CA, USA",13,0.5802,32.76297,-117.24968,75,2393,13.346831505695148,7853477,1570
15740,"Virginia Beach, VA, USA",3,2.8111,36.86729,-75.97919,43,779,6.028287749586435,8317810,1663
8890,"Beaufort County, SC, USA",5,2.5,32.315120010897,-80.479724504671,41,5021,17.656867946026463,5743868,1148
9899,"Cuyahoga County, OH, USA",750,1.0,41.49094,-81.93414,97,9780,18.50548732421303,11208521,2241
14700,"Pueblo County, CO, USA",0,1.0,38.206397,-104.627077,90,9458,20.440064527924356,5077414,1015
10591,"Palm Beach County, FL, USA",0,0.7134,26.4692,-80.05833,145,11010,12.632541136801835,8732606,1746
7333,"Miami-Dade County, FL, USA",10,0.8113,25.74762,-80.14657,78,9859,2.5280317981892027,4518308,903
13851,"Virginia Beach, VA, USA",0,0.012,36.86617,-76.16854,66,10474,23.42682928838924,8317810,1663
5038,"Hillsborough County, FL, USA",5,4.0534,27.97207,-82.61042,122,10739,7.266835464730683,2408043,481
3158,"Pinellas County, FL, USA",5,1.2605,27.73249,-82.74755,137,10018,5.322679110625776,9904308,1980
14913,"Palm Beach County, FL, USA",6,2.8810000000000002,26.46924,-80.0577,126,6491,21.36970174071729,8732606,1746
15176,"Pinellas County, FL, USA",13,2.8961,27.68811,-82.7375,82,1408,2.731869986867859,9904308,1980
6940,"Waldo County, ME, USA",7,4.3723,44.45772,-68.88241,26,1019,16.099744980311904,12055956,2411
1445,"Lincoln County, OR, USA",4,0.25,44.940528505732,-124.02362772961,57,11070,18.945438130815727,3663964,732
14823,"Dare County, NC, USA",1,1.5583,35.23381,-75.57303,11,9510,14.817865000068826,467379,93
9252,"Benzie County, MI, USA",32,1.0,44.61943,-86.23803,41,5551,15.425176503564192,644048,128
13516,"Volusia County, FL, USA",2,0.0128,29.24472,-81.04958,51,6696,10.850381881236908,10409900,2081
13256,"Bronx County, NY, USA",0,0.0305,40.84213,-73.8558,108,3217,5.865185806760947,9097502,1819
14903,"Suffolk County, NY, USA",1,0.0,40.93571,-72.21367,17,5285,11.09274370743366,9280308,1856
14137,"Douglas County, NE, USA",0,0.25,41.246909,-96.121271,142,5046,13.372803763910282,10514390,2102
15076,"Tarrant County, TX, USA",0,52.0,32.826569,-97.21735,41,11102,15.112250594394542,1532759,306
12130,"Volusia County, FL, USA",3,0.0275,29.24471,-81.04949,111,4512,13.85330239067807,10409900,2081
1607,"Palm Beach County, FL, USA",22,2.3858,26.46938,-80.05889,129,10600,22.232830686709804,8732606,1746
6265,"Broward County, FL, USA",0,0.0107,26.10274,-80.19292,124,8230,0.4283001035688786,2737526,547
4733,"Hillsborough County, FL, USA",5,0.4392,27.97118,-82.61742,50,8659,3.710659725710336,2408043,481
1424,"Sarasota County, FL, USA",2,1.5305,26.95616,-82.33703,120,2882,15.935339877075632,12128650,2425
7247,"Bristol County, RI, USA",86,0.25,41.686941827992,-71.293575292438,75,3442,8.450069219712299,3843893,768
12486,"Virginia Beach, VA, USA",4,0.0,36.77499,-75.96014,11,12015,0.0157613903664173,8317810,1663
6333,"Maui County, HI, USA",4,0.5781,20.89879,-156.48791,101,5711,17.335781773865452,5575846,1115
5139,"Kings County, Brooklyn, NY, USA",7,0.2162,40.58334,-73.92095,134,1429,7.574243460720867,4380429,876
2178,"Duval County, FL, USA",1,0.0375,30.27376,-81.39833,33,10440,6.856931649495142,295351,59
3861,"San Juan County, WA, USA",0,12.5368,48.51231,-122.7865,31,8592,22.984775247610685,8900034,1780
8092,"Lancaster County, VA, USA",4,0.0385,37.70575,-76.37296,127,2283,12.822246827930385,1443625,288
1366,"Alameda County, CA, USA",4,0.0399,37.75983,-122.26462,72,1811,20.564578632943874,11589551,2317
8697,"Los Angeles County, CA, USA",10,0.0,34.07645,-118.07113,7,8402,25.00737237408699,1214104,242
5925,"Santa Barbara County, CA, USA",0,1.3854,34.40323,-119.74368,113,4055,11.488489971512136,7045521,1409
5418,"Hillsborough County, FL, USA",5,1.1356,27.97172,-82.61207,11,10189,11.745876601826568,2408043,481
14073,"Sarpy County, NE, USA",0,0.25,41.189793,-96.008656,9,3724,5.566347305325982,5580498,1116
10783,"Waukesha County, WI, USA",0,1.0,43.131763383326,-88.212706944788,35,2420,6.751772463732941,6847589,1369
15822,"King County, WA, USA",0,0.0,47.40723,-122.33083,124,4867,15.606751495522069,2726805,545
2581,"Washington County, OR, USA",1,0.25,45.526968035888,-122.87894724207,61,3512,8.164836095408926,4672539,934
3130,"Pinellas County, FL, USA",5,1.2605,27.73249,-82.74755,125,11794,2.967337078792102,9904308,1980
