%Month  Day  Year   Long (E)    Lat (N)   Plastic conc. (pieces/km2)
   7   12   2008   -132.05     39.93        6383
   7   13   2008   -129.34     39.24        1963
   7   14   2008   -128.23     38.92           0
   7   14   2008   -126.57     38.69           0
   7   15   2008   -124.69     38.39           0
  10   16   2008   -118.12     33.12        6173
  10   16   2008   -119.00     33.79           0
  10   17   2008   -119.61     33.76        5776
  10   17   2008   -120.20     33.52        5726
  10   18   2008   -120.50     33.25           0
  10   18   2008   -120.60     32.84        5304
  10   18   2008   -120.66     32.27           0
  10   19   2008   -121.22     31.94         395
  10   20   2008   -122.34     31.55        1941
  10   20   2008   -123.43     31.21           0
  10   20   2008   -124.07     30.73           0
  10   21   2008   -124.61     29.93         438
  10   21   2008   -124.10     29.43           0
  10   22   2008   -123.34     28.78        1017
  10   22   2008   -122.81     28.32        1600
  10   23   2008   -122.35     27.83        1267
  10   23   2008   -122.05     27.46         411
  10   24   2008   -120.93     26.63           0
  10   24   2008   -120.48     26.45           0
  10   25   2008   -120.01     26.11         877
  10   26   2008   -119.78     25.76           0
  10   26   2008   -118.70     25.55         535
  10   27   2008   -117.87     25.49           0
  10   27   2008   -117.12     25.34        2314
  10   29   2008   -114.80     25.14           0
  10   29   2008   -113.80     25.50         422
  10   30   2008   -112.60     24.98           0
  10   30   2008   -112.48     25.30           0
  10   31   2008   -112.71     25.04        1886
  10   31   2008   -112.54     24.45         837
  10   31   2008   -112.45     23.79        1320
  11    1   2008   -111.76     23.40           0
  11    2   2008   -111.43     23.18        1378
  11    2   2008   -110.86     22.72        2036
  11    3   2008   -110.08     22.73        6272
  11    3   2008   -109.39     23.02        3424
  11    4   2008   -109.53     23.87           0
  11    4   2008   -110.07     24.60        1795
  11    5   2008   -110.17     24.83        1944
  11    5   2008   -110.51     24.73        9756
  11    9   2008   -109.91     24.81        2125
  11   10   2008   -109.28     24.53           0
  11   10   2008   -108.58     24.34       10660
  11   11   2008   -109.22     23.62        4713
  11   12   2008   -108.47     23.58        2415
  11   12   2008   -107.75     23.53        4378
  11   13   2008   -108.47     22.30           0
  11   13   2008   -108.80     21.75           0
  11   15   2008   -108.87     20.99           0
  11   16   2008   -108.48     20.56        3600
  11   16   2008   -108.32     20.54           0
  11   16   2008   -107.84     20.50        4986
  11   17   2008   -107.62     21.01        2150
  11   17   2008   -106.92     21.13        1515
  11   28   2008   -108.71     18.31           0
  11   29   2008   -109.60     17.55        3761
  11   29   2008   -110.14     16.89         493
  11   30   2008   -110.68     16.40           0
  11   30   2008   -111.16     15.94         676
  12    1   2008   -112.26     14.67         511
  12    1   2008   -112.83     14.20           0
  12    2   2008   -112.94     13.58         720
  12    2   2008   -113.25     13.09         765
  12    3   2008   -113.75     12.41        1157
  12    3   2008   -114.15     12.13        3741
  12    4   2008   -114.77     11.21        2008
  12    4   2008   -115.25     10.84           0
  12    4   2008   -115.78     10.55        1770
  12    5   2008   -116.15     10.24        3181
  12    6   2008   -116.56      9.76         444
  12    7   2008   -118.70      7.60        1035
  12    8   2008   -119.17      7.18           0
  12    8   2008   -119.60      4.73           0
  12    9   2008   -120.53      6.12           0
  12    9   2008   -120.64      5.76           0
  12   10   2008   -120.98      4.65           0
  12   10   2008   -121.91      4.43           0
  12   11   2008   -123.48      3.99           0
  12   11   2008   -124.50      3.47           0
  12   12   2008   -125.66      2.63           0
  12   12   2008   -126.59      2.19           0
  12   13   2008   -127.49      1.66           0
  12   13   2008   -128.14      1.06           0
  12   14   2008   -129.08      0.22           0
  12   14   2008   -129.70     -0.18           0
  12   15   2008   -130.58     -0.79           0
  12   15   2008   -131.69     -1.42           0
  12   16   2008   -132.57     -2.24           0
  12   16   2008   -133.36     -3.11           0
  12   17   2008   -134.21     -4.12           0
  12   18   2008   -135.96     -5.92           0
  12   18   2008   -136.73     -6.62           0
  12   19   2008   -137.28     -7.46           0
  12   19   2008   -137.70     -8.12         764
  12   20   2008   -138.54     -8.76         537
  12   20   2008   -139.12     -8.94           0
  12   21   2008   -139.59     -9.31           0
  12   26   2008   -140.70     -9.60         600
  12   27   2008   -141.57    -10.39           0
  12   27   2008   -142.52    -11.31           0
  12   28   2008   -143.79    -12.52        3813
  12   28   2008   -144.44    -13.07           0
  12   29   2008   -145.28    -13.80           0
  12   30   2008   -146.75    -14.83           0
  12   30   2008   -147.26    -15.44           0
  12   31   2008   -148.06    -16.09           0
  12   31   2008   -148.80    -16.64           0
   2   13   2009   -149.02    -16.77         489
   2   14   2009   -148.53    -15.87           0
   2   15   2009   -147.53    -14.75           0
   2   16   2009   -147.45    -14.10           0
   2   16   2009   -146.97    -13.67           0
   2   17   2009   -146.12    -13.36         411
   2   17   2009   -145.90    -12.79           0
   2   18   2009   -145.65    -12.01         416
   2   18   2009   -145.47    -11.50           0
   2   19   2009   -145.36    -10.78         552
   2   19   2009   -145.09    -10.42           0
   2   20   2009   -143.95    -10.24           0
   2   20   2009   -143.06    -10.16           0
   2   21   2009   -141.78    -10.09         304
   2   22   2009   -141.58     -9.87           0
   2   22   2009   -140.80     -9.44         635
   2   27   2009   -139.89     -7.67           0
   2   28   2009   -139.87     -7.31           0
   3    1   2009   -139.82     -6.67           0
   3    1   2009   -139.77     -6.14           0
   3    1   2009   -139.85     -5.53           0
   3    2   2009   -140.11     -4.72           0
   3    2   2009   -140.53     -3.76           0
   3    3   2009   -141.02     -2.74           0
   3    3   2009   -141.57     -2.31           0
   3    4   2009   -141.90     -1.62           0
   3    4   2009   -142.14     -1.13           0
   3    5   2009   -142.50      0.01         540
   3    6   2009   -142.96      1.21           0
   3    6   2009   -143.42      2.02           0
   3    7   2009   -144.04      3.53           0
   3    7   2009   -144.36      4.33         675
   3    8   2009   -144.44      5.58           0
   3    8   2009   -144.73      6.41           0
   3    9   2009   -145.04      7.41         415
   3    9   2009   -145.57      8.29         675
   3   10   2009   -146.32      9.22        1016
   3   10   2009   -146.85      9.76           0
   3   11   2009   -147.78     11.58           0
   3   12   2009   -149.29     13.80        2541
   3   18   2009   -156.96     20.46           0
   3   28   2009   -157.69     19.30           0
   3   28   2009   -157.66     19.10           0
   3   29   2009   -157.71     18.58        3044
   3   29   2009   -157.73     17.59           0
   3   30   2009   -157.74     16.82         458
   3   31   2009   -157.51     14.74           0
   3   31   2009   -157.45     13.88           0
   4    1   2009   -157.43     12.85           0
   4    1   2009   -157.44     12.04           0
   4    2   2009   -157.51     11.17           0
   4    2   2009   -157.54     10.37           0
   4    3   2009   -157.38      9.41           0
   4    3   2009   -157.29      8.67           0
   4    4   2009   -157.03      7.71         422
   4    4   2009   -156.90      7.12           0
   4    5   2009   -156.58      6.36           0
   4    5   2009   -156.39      5.49           0
   4   12   2009   -157.61      1.81           0
   4   12   2009   -157.31      1.27           0
   4   13   2009   -157.06      0.52           0
   4   13   2009   -156.74     -0.06           0
   4   14   2009   -156.42     -0.91           0
   4   15   2009   -156.14     -1.76           0
   4   15   2009   -155.88     -2.52           0
   4   15   2009   -155.59     -3.35           0
   4   16   2009   -155.31     -4.14         421
   4   17   2009   -155.32     -4.83           0
   4   18   2009   -154.94     -6.60         409
   4   18   2009   -154.87     -7.20           0
   4   19   2009   -154.84     -7.95           0
   4   26   2009   -151.47    -17.14           0
   4   26   2009   -150.88    -17.35           0
   4   27   2009   -150.15    -17.19           0
   4   27   2009   -150.17    -17.04           0
   4   28   2009   -150.00    -16.98           0
   4   28   2009   -150.09    -16.91           0
   5   10   2009   -148.64    -15.69        3777
   5   11   2009   -147.96    -14.81        4025
   5   13   2009   -147.46    -14.80           0
   5   14   2009   -146.96    -14.27           0
   5   14   2009   -146.68    -13.78        1688
   5   14   2009   -146.31    -12.99           0
   5   15   2009   -145.81    -12.36           0
   5   16   2009   -145.18    -11.82           0
   5   16   2009   -144.35    -11.38           0
   5   17   2009   -143.79    -11.19           0
   5   17   2009   -142.82    -10.69         648
   5   18   2009   -142.29    -10.22           0
   5   18   2009   -141.53     -9.49         583
   5   18   2009   -141.37     -9.20           0
   5   19   2009   -140.89     -8.73         882
   5   19   2009   -140.82     -9.07         649
   5   19   2009   -140.47     -8.94           0
   5   20   2009   -140.18     -9.08           0
   5   24   2009   -140.03     -7.23           0
   5   25   2009   -140.06     -6.50         500
   5   25   2009   -140.07     -5.52           0
   5   25   2009   -140.14     -4.65           0
   5   26   2009   -140.15     -3.58           0
   5   27   2009   -140.21     -2.64           0
   5   27   2009   -140.28     -1.75           0
   5   27   2009   -140.34     -0.90           0
   5   28   2009   -140.17     -0.13           0
   5   29   2009   -140.43      0.86           0
   5   29   2009   -140.69      1.78         474
   5   29   2009   -141.01      2.67           0
   5   30   2009   -141.53      3.96        2201
   5   31   2009   -142.70      5.95           0
   5   31   2009   -143.20      6.95           0
   6    1   2009   -144.09      7.99           0
   6    1   2009   -144.66      8.38           0
   6    2   2009   -145.86     10.03        1791
   6    4   2009   -149.02     13.18           0
   6    5   2009   -150.46     14.76         862
   6   25   2009   -157.56     21.90        8999
   6   25   2009   -157.62     22.60        2266
   6   26   2009   -157.50     23.38        5951
   6   26   2009   -157.43     23.88        7686
   6   27   2009   -157.48     24.47       13340
   6   27   2009   -157.59     24.94        3000
   6   28   2009   -157.70     25.59       14546
   6   28   2009   -157.71     25.99       11750
   6   29   2009   -157.36     27.02      241979
   6   29   2009   -156.87     28.25       12009
   6   30   2009   -156.30     29.61       18749
   6   30   2009   -156.19     30.26       34589
   7    1   2009   -156.43     30.92       19680
   7    1   2009   -156.58     31.51       13453
   7    2   2009   -156.25     32.10       95603
   7    2   2009   -155.53     32.95       18092
   7    3   2009   -154.57     33.92      187321
   7    3   2009   -153.91     34.62       79490
   7    4   2009   -152.62     35.41      160498
   7    4   2009   -151.75     35.92       68288
   7    5   2009   -150.68     36.62      187040
   7    5   2009   -149.84     37.21      217356
   7    6   2009   -148.70     37.95      306229
   7    6   2009   -147.52     38.16      112903
   7    7   2009   -146.05     38.36      116231
   7    7   2009   -145.20     38.17      150692
   7    8   2009   -143.91     38.53      194858
   7    8   2009   -142.59     38.94       32570
   7    9   2009   -141.24     39.11      183681
   7    9   2009   -140.36     39.12       77404
   7   10   2009   -138.81     39.12       52681
   7   10   2009   -138.00     39.00      305344
   7   11   2009   -136.32     39.18      172258
   7   11   2009   -135.59     39.27       78822
   7   12   2009   -134.09     39.44       44261
   7   12   2009   -132.53     39.52       28093
   7   13   2009   -131.12     39.52       17217
   7   15   2009   -127.10     38.82        4856
   7   15   2009   -125.63     38.51           0
   7   16   2009   -124.33     38.39           0
   7   16   2009   -123.75     38.10           0
   7   29   2009   -123.04     37.80           0
   8    5   2009   -122.13     36.64           0
   8    6   2009   -122.66     36.43           0
   8    6   2009   -123.36     35.86           0
   8    7   2009   -123.61     35.61           0
   8    7   2009   -124.23     35.03           0
   8    8   2009   -124.03     34.99           0
   8    8   2009   -122.63     34.09           0
   8   18   2009   -118.43     33.53           0
   8   19   2009   -119.03     33.79           0
   8   19   2009   -119.12     33.75           0
   8   20   2009   -119.84     33.77           0
   8   20   2009   -120.31     33.36           0
   8   21   2009   -120.73     32.85           0
   8   21   2009   -119.98     33.07           0
   8   31   2009   -119.07     32.98           0
   9    1   2009   -118.57     32.50           0
  10   16   2009   -118.24     33.36        3433
  10   16   2009   -118.45     33.54           0
  10   16   2009   -118.92     33.35           0
  10   17   2009   -119.99     33.17           0
  10   17   2009   -120.59     32.46           0
  10   18   2009   -121.41     31.71           0
  10   19   2009   -122.06     30.90           0
  10   19   2009   -122.74     30.38           0
  10   19   2009   -123.08     29.66           0
  10   20   2009   -123.43     29.08           0
  10   20   2009   -124.03     28.27           0
  10   21   2009   -124.53     27.58           0
  10   22   2009   -125.04     26.60           0
  10   22   2009   -125.48     25.98           0
  10   23   2009   -125.69     25.04           0
  10   23   2009   -125.85     24.34           0
  10   23   2009   -126.12     23.67           0
  10   24   2009   -126.49     22.99           0
  10   24   2009   -126.71     22.39        1192
  10   25   2009   -127.49     20.41           0
  10   26   2009   -127.61     19.72           0
  10   26   2009   -127.76     18.86           0
  10   27   2009   -127.98     18.15           0
  10   27   2009   -128.50     17.32           0
  10   28   2009   -128.92     16.72           0
  10   29   2009   -129.98     14.97        1020
  10   29   2009   -130.65     14.31           0
  10   30   2009   -131.27     13.67           0
  10   30   2009   -131.81     13.18           0
  10   31   2009   -132.40     12.58        8184
  11    1   2009   -132.84     11.69           0
  11    1   2009   -133.01     10.98        1496
  11    1   2009   -133.58     10.47           0
  11    2   2009   -134.05     10.16           0
  11    2   2009   -134.42      9.23           0
  11    3   2009   -134.78      8.47           0
  11    3   2009   -134.88      8.15           0
  11    4   2009   -135.97      8.83           0
  11    5   2009   -135.85     10.06           0
  11    5   2009   -136.17     11.17           0
  11    6   2009   -136.84     11.57         569
  11    6   2009   -137.61     11.95        1199
  11    6   2009   -138.49     12.26         402
  11    7   2009   -139.68     12.74           0
  11    8   2009   -140.74     13.13           0
  11    9   2009   -143.63     14.41           0
  11   10   2009   -144.48     14.71        1184
  11   10   2009   -145.12     14.89           0
  11   11   2009   -145.90     15.27           0
  11   11   2009   -146.46     15.66        7424
  11   29   2009   -158.29     18.12        2801
  12    2   2009   -158.73     14.30        1130
  12    4   2009   -160.22     10.77           0
  12    6   2009   -161.83      6.22        1010
  12    9   2009   -162.12      5.81        2059
  12   12   2009   -160.37      1.29           0
  12   15   2009   -158.87     -0.72           0
  12   22   2009   -154.02      5.98           0
  12   23   2009   -154.10      7.82        4215
  12   29   2009   -155.27     17.85        2373
   6    2   2010   -160.24     22.23           0
   6    4   2010   -162.10     23.10       13803
   6    4   2010   -162.77     23.31        1999
   6    5   2010   -163.70     23.58       10559
   6    5   2010   -164.10     23.40       29230
   6    6   2010   -164.78     23.65       22983
   6    6   2010   -165.15     23.78         616
   6   10   2010   -165.08     24.90        2694
   6   10   2010   -164.41     25.12           0
   6   13   2010   -160.17     22.78           0
   7    1   2010   -158.66     21.53           0
   7    2   2010   -159.92     22.03           0
   7    3   2010   -160.23     22.98        4385
   7    3   2010   -160.35     23.63         414
   7    4   2010   -160.95     25.35       11619
   7    6   2010   -160.82     29.06       60447
   7    6   2010   -159.94     29.85       17028
   7    7   2010   -158.36     30.24       30348
   7    7   2010   -157.90     31.25        1136
   7    8   2010   -157.40     32.73       71527
   7    8   2010   -157.41     33.88       10658
   7   10   2010   -156.48     37.46       17828
   7   12   2010   -153.37     39.73        8376
   7   12   2010   -152.07     40.60      648148
   7   13   2010   -150.66     41.00           0
   7   13   2010   -148.68     41.61       10360
   7   14   2010   -147.15     41.98         999
   7   14   2010   -145.34     42.15       14967
   7   14   2010   -143.34     42.26        8203
   7   16   2010   -139.94     42.17        8314
   7   17   2010   -137.13     42.03        2280
   7   17   2010   -134.19     42.03        1073
   7   18   2010   -133.37     42.05        4385
   7   19   2010   -132.00     41.98        1899
   7   24   2010   -124.50     38.35           0
   8    3   2010   -122.07     36.94           0
   8    4   2010   -122.09     36.22           0
   8    4   2010   -121.98     35.82           0
   8    4   2010   -121.92     35.32           0
   8    6   2010   -119.49     33.82           0
   8    6   2010   -118.22     33.73           0
   8   17   2010   -118.95     33.78         463
   8   18   2010   -118.95     32.48           0
   8   18   2010   -118.07     32.57           0
  10    4   2010   -118.36     33.47        5348
  10    4   2010   -118.95     33.85        3128
  10    5   2010   -119.89     33.86           0
  10    6   2010   -121.31     33.92           0
  10    6   2010   -122.29     33.63           0
  10    6   2010   -123.13     32.26           0
  10    7   2010   -123.90     31.12        5845
  10    7   2010   -124.54     30.09         874
  10    8   2010   -125.05     29.14        8686
  10    9   2010   -125.42     28.52       42362
  10    9   2010   -125.78     28.02        7087
  10   10   2010   -126.20     27.31        1179
  10   10   2010   -126.60     26.59        9415
  10   10   2010   -127.07     25.94        1788
  10   11   2010   -127.15     25.12        5027
  10   12   2010   -127.22     24.43        4912
  10   12   2010   -127.47     23.91       28254
  10   13   2010   -128.08     23.00        7971
  10   13   2010   -128.64     22.03        8229
  10   14   2010   -129.34     20.63       34906
  10   14   2010   -129.72     20.04       10508
  10   15   2010   -130.03     19.50        3825
  10   15   2010   -130.52     18.64        3355
  10   16   2010   -131.08     17.54        8774
  10   16   2010   -131.40     16.72        4238
  10   17   2010   -132.04     15.46         790
  10   17   2010   -132.61     14.51        1474
  10   17   2010   -133.13     13.80         466
  10   18   2010   -133.65     12.89        2145
  10   18   2010   -133.93     11.98         289
  10   19   2010   -134.40     11.01         575
  10   20   2010   -134.94     10.18         445
  10   20   2010   -134.98      9.36         582
  10   21   2010   -134.92      8.52           0
  10   21   2010   -135.06      7.76           0
  10   22   2010   -135.22      7.18           0
  10   22   2010   -135.37      6.58         540
  10   23   2010   -135.88      5.95           0
  10   23   2010   -136.44      5.43           0
  10   24   2010   -137.06      5.25           0
  10   24   2010   -137.62      6.10           0
  10   25   2010   -138.22      7.19           0
  10   25   2010   -138.67      7.88           0
  10   26   2010   -139.00      8.61           0
  10   26   2010   -139.60      9.39        2122
  10   27   2010   -140.25     10.32           0
  10   27   2010   -141.11     10.88        1538
  10   27   2010   -141.96     11.29        2122
  10   28   2010   -142.90     11.89        7977
  10   28   2010   -143.72     12.32        6858
  10   29   2010   -144.61     12.86       20871
  10   31   2010   -145.65     13.37           0
  11    1   2010   -146.75     13.99        3988
  11    1   2010   -147.59     14.29        7084
  11    2   2010   -148.73     14.77        1350
  11    2   2010   -149.47     15.23       13002
  11    3   2010   -150.31     16.06       22825
  11    3   2010   -150.94     16.57        1339
  11    4   2010   -151.61     17.07        3688
  11    4   2010   -152.32     17.64        3718
  11    5   2010   -153.12     18.06           0
  11   17   2010   -158.07     20.11           0
  11   18   2010   -158.01     18.04         512
  11   19   2010   -157.89     15.83        1303
  11   22   2010   -157.41     11.01           0
  11   22   2010   -157.39     10.08           0
  11   23   2010   -157.47      9.92           0
  11   23   2010   -157.51      9.76           0
  11   23   2010   -157.40      9.00           0
  11   24   2010   -156.87      7.90           0
  11   25   2010   -156.71      7.62         470
  11   25   2010   -156.61      7.27           0
  11   25   2010   -156.67      7.19           0
  11   26   2010   -156.72      7.08           0
  12    3   2010   -157.73      0.46           0
  12    4   2010   -157.75      0.30           0
  12    4   2010   -157.77      0.12           0
  12    4   2010   -157.82      0.04           0
  12    4   2010   -157.90     -0.35           0
  12    7   2010   -156.89     -5.15           0
  12    9   2010   -156.41     -7.12           0
  12   10   2010   -156.07     -8.35         624
  12   10   2010   -155.84     -8.76           0
  12   10   2010   -155.55     -9.50           0
  12   11   2010   -155.36     -9.94           0
  12   12   2010   -155.25    -10.77           0
  12   12   2010   -154.98    -11.29         603
  12   13   2010   -154.68    -12.12           0
  12   14   2010   -153.26    -13.82        1332
  12   19   2010   -151.87    -16.82           0
  12   19   2010   -151.87    -16.84           0
  12   20   2010   -151.68    -17.39           0
  12   20   2010   -151.49    -17.18           0
  12   20   2010   -151.49    -17.21           0
  12   21   2010   -150.65    -16.85        1847
  12   21   2010   -150.10    -17.42           0
  12   21   2010   -150.09    -17.44           0
   1    4   2011   -149.93    -17.43         428
   1    6   2011   -150.68    -17.10           0
   2    6   2011   -149.02    -16.24           0
   2    6   2011   -148.55    -15.57           0
   2    6   2011   -148.09    -15.17           0
   2    9   2011   -147.35    -14.23           0
   2   10   2011   -146.69    -13.23           0
   2   11   2011   -145.36    -12.50           0
   2   11   2011   -144.71    -11.99           0
   2   12   2011   -143.74    -11.70           0
   2   12   2011   -143.38    -10.92         364
   2   13   2011   -142.88     -9.83           0
   2   13   2011   -142.74     -9.08           0
   2   14   2011   -141.95     -9.10           0
   2   14   2011   -141.87     -8.42           0
   2   15   2011   -141.14     -8.55           0
   2   20   2011   -141.12     -8.45           0
   2   21   2011   -141.89     -7.79           0
   2   21   2011   -142.63     -7.24           0
   2   22   2011   -143.43     -6.61           0
   2   22   2011   -144.09     -6.13           0
   2   23   2011   -144.81     -5.59        1225
   2   23   2011   -145.50     -5.15           0
   2   24   2011   -146.48     -4.72           0
   2   25   2011   -148.44     -3.24           0
   2   26   2011   -149.28     -2.52           0
   2   26   2011   -150.06     -1.76           0
   2   26   2011   -150.83     -1.38           0
   2   27   2011   -151.74     -0.98           0
   2   27   2011   -152.55     -0.73           0
   2   28   2011   -153.20     -0.38           0
   2   28   2011   -153.91     -0.03           0
   3    2   2011   -156.60      1.59           0
   3    2   2011   -157.21      2.18           0
   3    6   2011   -156.50      2.81           0
   3    7   2011   -155.39      3.58           0
   3    8   2011   -154.56      4.55           0
   3    8   2011   -154.38      5.40           0
   3    8   2011   -154.10      6.65           0
   3    9   2011   -153.87      8.11           0
   3    9   2011   -154.31      8.82           0
   3   10   2011   -154.79     10.64           0
   3   11   2011   -154.93     11.52           0
   3   11   2011   -154.88     12.73           0
   3   12   2011   -155.22     15.28         530
   3   13   2011   -155.46     17.43         433
   3   26   2011   -158.01     19.82        2466
   3   26   2011   -158.04     19.11        1318
   3   27   2011   -158.20     18.70         766
   3   28   2011   -158.79     18.91        7429
   3   28   2011   -159.26     18.94        3367
   3   29   2011   -159.95     19.06       13455
   3   29   2011   -160.65     19.32        5893
   3   29   2011   -161.68     19.83        3992
   3   30   2011   -162.79     20.24        4783
   3   30   2011   -163.49     20.61        1427
   3   31   2011   -164.37     21.01        8752
   4    1   2011   -165.74     21.64        9209
   4    1   2011   -167.08     22.21       59368
   4    2   2011   -168.86     23.02       11350
   4    2   2011   -170.07     23.63        3812
   4    3   2011   -172.09     24.26        7811
   4    5   2011   -175.69     25.96        5612
   4    6   2011   -176.54     26.90        3479
   4   10   2011   -176.71     29.04        9300
   4   10   2011   -176.45     29.41       21447
   4   10   2011   -175.71     29.81        1482
   4   11   2011   -175.06     30.15       16681
   4   12   2011   -174.04     30.23        3129
   4   12   2011   -172.62     30.28       25414
   4   13   2011   -170.61     30.92       16019
   4   13   2011   -169.19     31.32       90407
   4   14   2011   -168.11     31.64       24862
   4   14   2011   -167.54     31.77      493367
   4   15   2011   -166.13     32.21       39023
   4   15   2011   -164.67     32.68       76662
   4   16   2011   -163.48     32.98       42817
   4   16   2011   -162.61     33.08       20514
   4   17   2011   -161.23     33.50       10844
   4   17   2011   -160.29     33.72       84780
   4   18   2011   -159.38     33.59       29660
   4   18   2011   -158.41     32.83       42472
   4   19   2011   -157.63     32.31       19897
   4   19   2011   -156.80     31.95       52841
   4   20   2011   -155.84     31.85       48469
   4   20   2011   -155.32     32.17       80415
   4   21   2011   -154.83     32.15       76352
   4   21   2011   -154.34     31.53       33935
   4   22   2011   -153.98     30.62       69496
   4   22   2011   -153.73     30.20      299534
   4   23   2011   -153.71     29.36      464434
   4   23   2011   -153.95     28.17      133421
   4   24   2011   -154.01     26.81        6527
   4   24   2011   -154.14     25.65       76841
   4   25   2011   -154.43     25.28       14100
   4   25   2011   -154.70     24.86       11136
   4   25   2011   -155.17     23.85       18055
   4   26   2011   -155.64     22.72       24145
   4   26   2011   -156.05     21.74        9890
   4   27   2011   -156.44     21.11        2742
   5    9   2011   -158.31     20.53        3150
   5    9   2011   -158.71     19.89        3182
   5   10   2011   -158.94     19.59        1161
   5   10   2011   -159.27     19.26        1832
   5   11   2011   -159.46     18.53        4522
   5   11   2011   -159.77     17.37           0
   5   12   2011   -160.16     16.16        1716
   5   12   2011   -160.47     15.30           0
   5   13   2011   -160.73     14.32           0
   5   13   2011   -160.99     13.28           0
   5   14   2011   -161.15     12.11           0
   5   14   2011   -161.27     11.34         486
   5   15   2011   -161.39     10.34           0
   5   15   2011   -161.56      9.42           0
   5   16   2011   -161.65      8.60           0
   5   16   2011   -161.72      7.73           0
   5   24   2011   -160.95      4.17           0
   5   25   2011   -160.08      3.23           0
   5   25   2011   -159.43      2.33           0
   5   26   2011   -159.22      1.99           0
   5   26   2011   -158.61      1.99           0
   5   27   2011   -157.91      1.99           0
   5   30   2011   -156.85      3.06           0
   5   31   2011   -156.41      4.15           0
   5   31   2011   -155.92      5.06           0
   6    1   2011   -156.14      5.68           0
   6    1   2011   -156.49      6.68        1121
   6    2   2011   -156.94      7.55           0
   6    2   2011   -156.92      8.61           0
   6    2   2011   -157.26      9.63           0
   6    3   2011   -157.46     10.59           0
   6    4   2011   -157.76     11.46           0
   6    4   2011   -157.80     12.48           0
   6    4   2011   -157.99     13.35           0
   6    5   2011   -158.16     14.35           0
   6    5   2011   -158.23     15.19           0
   6    6   2011   -158.45     16.02         557
   6    6   2011   -158.57     16.89         526
   6    7   2011   -158.59     17.76        4021
   6    7   2011   -158.43     18.61        1699
   6    8   2011   -157.45     19.34           0
   7    4   2011   -158.31     21.54           0
   7    5   2011   -158.64     22.17       25151
   7    5   2011   -158.88     23.04        5881
   7    5   2011   -158.95     23.77        4238
   7    6   2011   -158.93     24.56        7818
   7    7   2011   -159.12     25.18         915
   7    7   2011   -159.33     25.74        3479
   7    8   2011   -159.71     27.01        4130
   7    9   2011   -159.84     27.63        3371
   7    9   2011   -159.92     28.22        7469
   7    9   2011   -160.08     29.20         982
   7   10   2011   -160.33     29.92        3779
   7   10   2011   -160.51     30.75       25254
   7   11   2011   -160.45     31.68       29446
   7   11   2011   -160.51     32.32       36834
   7   12   2011   -160.66     32.85       20557
   7   13   2011   -160.91     33.79       30039
   7   13   2011   -160.15     36.07       19623
   7   14   2011   -159.72     37.15        7964
   7   14   2011   -159.54     37.88        4709
   7   15   2011   -159.24     38.67       35345
   7   15   2011   -158.72     39.41       17348
   7   16   2011   -157.43     40.21       50798
   7   17   2011   -156.08     40.47       19294
   7   17   2011   -154.31     40.54        6733
   7   17   2011   -152.72     40.59        2583
   7   18   2011   -151.03     40.41        7242
   7   18   2011   -149.84     40.33           0
   7   19   2011   -148.46     40.72           0
   7   19   2011   -146.94     40.64        5024
   7   20   2011   -145.08     40.58        6071
   7   20   2011   -143.33     40.65        1637
   7   21   2011   -141.36     40.73        7402
   7   22   2011   -139.85     40.78        2782
   7   22   2011   -138.20     40.82           0
   7   22   2011   -136.73     40.80           0
   7   23   2011   -134.57     40.76        2853
   7   24   2011   -132.64     40.77        5013
   7   24   2011   -130.56     40.51           0
   7   25   2011   -128.97     40.31           0
   7   25   2011   -126.99     40.09        2600
   7   25   2011   -125.43     39.74           0
   7   26   2011   -124.70     39.11           0
   7   26   2011   -123.69     38.44           0
   8    6   2011   -122.82     37.03           0
   8    6   2011   -121.98     36.81         590
   8    6   2011   -122.16     36.10           0
   8    7   2011   -121.87     35.51           0
   8    7   2011   -121.69     34.64           0
   8    8   2011   -120.62     34.27           0
   8    8   2011   -119.70     33.89           0
   8    9   2011   -118.91     33.73         376
   8   17   2011   -118.54     33.57        3032
   8   18   2011   -119.37     33.74           0
   8   20   2011   -119.36     33.45           0
  10    4   2011   -119.22     32.03           0
  10    4   2011   -119.70     31.94           0
  10    5   2011   -120.54     31.86           0
  10    6   2011   -121.25     31.61           0
  10    6   2011   -122.01     31.20           0
  10    6   2011   -122.77     30.82           0
  10    7   2011   -123.66     30.34           0
  10    8   2011   -124.79     29.77           0
  10    8   2011   -125.76     29.43           0
  10    8   2011   -126.51     28.97           0
  10    9   2011   -127.31     28.49           0
  10    9   2011   -128.15     28.03           0
  10   10   2011   -128.79     27.70        2709
  10   10   2011   -129.40     27.45           0
  10   11   2011   -129.41     26.58           0
  10   12   2011   -129.31     25.69         864
  10   12   2011   -129.39     24.81       51258
  10   12   2011   -129.29     24.13           0
  10   13   2011   -129.27     23.42        7433
  10   14   2011   -129.34     22.83        4331
  10   14   2011   -129.39     21.65        3373
  10   14   2011   -129.36     20.88           0
  10   15   2011   -129.47     19.23        1640
  10   16   2011   -129.43     18.28           0
  10   16   2011   -129.59     17.15         695
  10   16   2011   -129.66     16.55        1414
  10   17   2011   -129.63     15.63           0
  10   18   2011   -129.79     14.73         543
  10   18   2011   -129.94     13.83         868
  10   18   2011   -129.97     13.06           0
  10   19   2011   -130.00     12.26           0
